sku,fnsku,asin,product-name,condition,your-price,mfn-listing-exists,mfn-fulfillable-quantity,afn-listing-exists,afn-warehouse-quantity,afn-fulfillable-quantity,afn-unsellable-quantity,afn-reserved-quantity,afn-total-quantity,per-unit-volume,afn-inbound-working-quantity,afn-inbound-shipped-quantity,afn-inbound-receiving-quantity,afn-researching-quantity,afn-reserved-future-supply,afn-future-supply-buyable,afn-fulfillable-quantity-local,afn-fulfillable-quantity-remote,store,report_date
ACS11040PAN,B0FVBPV3QF,B0FVBPV3QF,"Spigen Optik Armor für Samsung Galaxy S26 Ultra Hülle [Kamera-Schutz] Case, Militärgeprüfter Schutz Handyhülle –Schwarz",New,21.99,No,,Yes,2917,2402,3,506,2917,313.98,0,0,0,6,0,0,2402,0,,20260326
AGL01811EUP,X001WWPZ03,B08DQBT5P2,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 12 Mini, 2 Stück, Kratzfest, 9H Härte Folie",New,17.99,No,,Yes,160,153,0,7,360,545.36,0,200,0,0,0,0,153,0,,20260307
amzn.gr.ACP10031PAN-S84lr07HGzARpALMC-LN,X002I98AMT,B0FCJC4QW4,"Spigen Tesla Model Y Juniper (Nur Premium & Performance 2025 2026) Mittelkonsole Abdeckung für Kabelloses Ladepad [Ultradünnes 0,8mm Design] Silikonabdeckung für Model Y Juniper 2025 Zubehör - Schwarz",UsedLikeNew,17.99,No,,Yes,1,1,0,0,1,952.74,0,0,0,0,0,0,1,0,,20260309
ACS09002PAN,B0DJ9T34WK,B0DJ9T34WK,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S25 Hülle mit [Anti-Vergilbung], [Air Cushion Tech], MagSafe kompatibel –Clear White",New,26.99,No,,Yes,328,320,2,5,328,1717.53,0,0,0,1,0,0,320,0,,20260326
APP04545PAN,B09V1V34TV,B09V1V34TV,"Spigen DA20 Apple Pencil Stifthalter für Pro und 2. Generation Kompatibel mit iPad Pro 11""/ 13"", iPad Air 11"" /13"" und Anderen iPad-Serien - Schwarz",New,29.99,No,,Yes,101,89,0,12,115,179.6,0,10,4,0,0,0,89,0,,20260325
ACS09906PAN,B0FD1X2Y3D,B0FD1X2Y3D,Spigen iPhone 17 Pro Max Hülle [Spigen Premium Qualität] [2025 Upgrade Kamerasteuerung] Enzo Aramid T MagFit Case [Kevlar 1500D] Dünn Slim Stoßfest -Black Black,New,39.99,No,,Yes,82,72,5,5,82,307.26,0,0,0,0,0,260,72,0,,20260328
ACS09714PAN,B0F49GLLY8,B0F49GLLY8,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 10 und Pixel 10 Pro [Made for Google] -Schwarz,New,14.99,No,,Yes,435,407,6,22,435,273.66,0,0,0,0,0,0,407,0,,20260322
ACS07006PAN,B0CW2DRJ9R,B0CW2DRJ9R,Spigen Ultra Hybrid Pro Hülle Kompatibel mit iPad Pro 13 Zoll M5 (2025) / M4 (2024) Chip Case mit Transparente Hartschale Auto Schlaf/Wach Funktion Stiftfreundlich - Schwarz,New,31.99,No,,Yes,294,288,5,1,294,1623.47,0,0,0,0,0,0,288,0,,20260314
ACS06793PAN,B0C5S8XR9H,B0C5S8XR9H,Spigen für iPhone 15 Ultra Hybrid Hülle [Anti-Yellowing] Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Crystal Clear,New,13.99,No,,Yes,385,365,0,19,595,1136.28,0,210,0,1,0,0,365,0,,20260301
ACS08792PAN,B0D9MWQBL7,B0D9MWQBL7,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Neo One,New,30.99,No,,Yes,101,99,0,2,101,273.83,0,0,0,0,0,0,99,0,,20260318
AGL06520PAN,B0C4R3JBC8,B0C4R3JBC8,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Watch 6 44mm, 2 Stück, Kratzfest, 9H Härte Folie",New,15.99,No,,Yes,84,82,1,1,84,191.4,0,0,0,0,0,0,82,0,,20260311
amzn.gr.ACS03322PAN-O2-_qHJgwUjxC7guv-VG,X001QCMYX5,B096HJ1D6M,Spigen Ultra Hybrid MagFit Hülle Kompatibel mit iPhone 13 Mini Kompatibel mit MagSafe Magnetisch -Weiß,UsedVeryGood,22.94,No,,Yes,1,1,0,0,1,301.36,0,0,0,0,0,0,1,0,,20260309
amzn.gr.ACS09076PAN-NAD4SODJbWzqRfyeE-LN,X002A5BBXB,B0DNGX5Q2P,Spigen Nano Pop Hülle Kompatibel mit Nintendo Switch 2 2025 Case mit Abdeckung für den eingebauten Ständer Zubehör - Blaubeer Navy,UsedLikeNew,21.59,No,,Yes,0,0,0,0,0,1088.59,0,0,0,0,0,0,0,0,,20260325
amzn.gr.ACS09879PAN-MwvpNI0XFLU4ibRfQ-LN,X002F4IM3J,B0FD1RXXWT,Spigen iPhone 17 Pro Max Hülle [Militärgeprüfter Schutz] Thin Fit MagFit Case Handyhülle Slim Kompatibel mit MagSafe –Schwarz,UsedLikeNew,23.39,No,,Yes,10,10,0,0,10,336.75,0,0,0,0,0,0,10,0,,20260321
AGL07164EUP,X001W18BKP,B0CJ5SVBKZ,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit iPhone 17 Pro, iPhone 17 Pro Max, iPhone 15 Pro, iPhone 15 Pro Max, 2 Stück, Tiefblau, Individuelle Kameraprotektion, 9H Härte Folie",New,18.99,No,,Yes,2007,1987,2,18,2007,269.57,0,0,0,0,0,0,1987,0,,20260312
amzn.gr.AFA04270PAN-eC4M5Sh6gD-PWQ09R-VG,X002CE6YT1,B09N9Y7X2Z,"Spigen Rugged Armor Pro Tasche MacBook 14 Zoll Pouch Kompatibel mit M5 (2025), M4 / M4 Pro / M4 Max (2024), M3 / M3 Pro / M3 Max / M2 Pro / M2 Max / M1 Pro und M1 Max (2023/2021) - Schwarz",UsedVeryGood,39.09,No,,Yes,2,2,0,0,2,4985.93,0,0,0,0,0,0,2,0,,20260302
amzn.gr.ACS10470PAN-eDGjeMHgfiuS8Ry9X-VG,X002FO27WB,B0FH5V4RL6,Spigen iPhone 17 Pro Hülle [2025 Upgrade Kamerasteuerung] Ultra Hybrid T MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe –Matte Blue,UsedVeryGood,22.94,No,,Yes,1,1,0,0,1,660.73,0,0,0,0,0,0,1,0,,20260322
ACS05712PAN,B0BJRJX8Z4,B0BJRJX8Z4,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S23 5G -Schwarz,New,16.0,No,,Yes,774,357,0,318,774,246.13,0,0,0,99,0,0,357,0,,20260324
ACS10082PAN,B0FD2K58MF,B0FD2K58MF,Spigen iPhone 17 Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,New,19.99,No,,Yes,1571,1369,7,194,1921,237.45,0,350,0,1,0,0,1369,0,,20260325
ACS08133PAN,B0D21X1FP9,B0D21X1FP9,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Frost Clear,New,22.99,No,,Yes,94,87,0,7,104,290.71,0,10,0,0,0,0,87,0,,20260314
amzn.gr.AFA06997PAN-6ovdmJJCP_f89UxLU-VG,X002IH8CMT,B0C8W5NJGT,"Caseology by Spigen Nano Pop MagFit MagSafe Kartenhalter Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Schwarzer Sesam",UsedVeryGood,24.64,No,,Yes,1,1,0,0,1,183.86,0,0,0,0,0,0,1,0,,20260308
amzn.gr.ACS09056PAN-oxgmtS-SrD5M9s1CD-VG,X002BW78K3,B0DL7NWC79,"Spigen NanoPop MagFit Hülle für Samsung Galaxy S25 Ultra, Kompatibel mit MagSafe -Blueberry Navy",UsedVeryGood,23.79,No,,Yes,4,4,0,0,4,306.77,0,0,0,0,0,0,4,0,,20260311
amzn.gr.ACS04848PAN-AuA3kxhW7rQW5YimN-AC,X002EKEVOX,B0B1PCXZ2K,Spigen Optik Armor MagFit Hülle Kompatibel mit iPhone 14 Pro Max -Schwarz,UsedAcceptable,22.49,No,,Yes,0,0,0,0,0,338.23,0,0,0,0,0,0,0,0,,20260322
AGL08445EUP,X00230X6TZ,B0D854KDG3,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Google Pixel 10 Pro XL, Pixel 9 Pro XL, 2 Stück, Kratzfest, inklusive Installationskit, Kristallklar, 9H Härte Folie",New,22.99,No,,Yes,4778,4738,7,27,4778,593.54,0,0,0,6,0,490,4738,0,,20260305
amzn.gr.AFA09442PAN-GbYzBIq2jRZzYxjxd-LN,X002FJTDWD,B0F5TRC2N6,"Spigen Valentinus Pro Magfit MagSafe Kartenhalter bis zu 3 Karten und 10 Geldscheine Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Schwarz",UsedLikeNew,25.19,No,,Yes,2,2,0,0,2,400.83,0,0,0,0,0,0,2,0,,20260327
AFA06418PAN,B0CN8ZNJS2,B0CN8ZNJS2,"Spigen Valentinus Laptoptasche Hülle Tasche 15 15,6 16 Zoll, Leder Laptop Hülle Kompatibel mit MacBook Pro/Air, M1 / M2 / M3 / M4, Dell, Acer, ASUS, Hp, Lenovo, LG Gram usw - Grau",New,29.99,No,,Yes,32,29,0,3,32,3978.12,0,0,0,0,0,0,29,0,,20260312
AGL07921PAN,B0D84T69WG,B0D84T69WG,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit iPhone 17, iPhone 16, iPhone 16 Plus, 2 Stück, Schwarz, Individuelle Kameraprotektion, 9H Härte Folie",New,17.99,No,,Yes,1272,1256,2,12,1272,251.05,0,0,0,2,0,0,1256,0,,20260323
AGL06520PAN,B0C4R3JBC8,B0C4R3JBC8,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Watch 6 44mm, 2 Stück, Kratzfest, 9H Härte Folie",New,15.99,No,,Yes,92,90,1,1,92,191.4,0,0,0,0,0,0,90,0,,20260301
ACS09002PAN,B0DJ9T34WK,B0DJ9T34WK,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S25 Hülle mit [Anti-Vergilbung], [Air Cushion Tech], MagSafe kompatibel –Clear White",New,26.99,No,,Yes,425,409,3,13,425,1717.53,0,0,0,0,0,0,409,0,,20260304
ACS09844PAN,B0FDN82XKK,B0FDN82XKK,"Spigen für Samsung Galaxy A17 4G/5G Hülle [Fallschutz in Militärqualität, Karbonfaser Akzente] Rugged Armor Handyhülle case -Matte Black",New,13.99,No,,Yes,489,227,0,259,959,318.24,40,430,0,3,0,370,227,0,,20260303
ACS08217PAN,B0D21XS5RX,B0D21XS5RX,"Spigen Tough Armor (AI) MagFit Hülle für iPhone 16, Kompatibel mit MagSafe Zubehör -Navy Blue",New,28.67,No,,Yes,42,39,0,3,42,287.76,0,0,0,0,0,0,39,0,,20260331
amzn.gr.ACS06704PAN-iSzzDA-I5vedSOAif-LN,X001W834L9,B0C5S8ZN7Y,Spigen Hülle für iPhone 15 Pro Liquid Air Case Handyhülle Schutzhülle Cover Dünn Slim -Schwarz,UsedLikeNew,14.96,No,,Yes,2,2,0,0,2,139.45,0,0,0,0,0,0,2,0,,20260315
ACS11202PAN,B0G7N15XXS,B0G7N15XXS,Spigen Lock Fit Hülle Kompatibel mit Samsung Galaxy Buds 4 Pro/Buds 4 (2026) - Matt Schwarz,New,26.99,No,,Yes,143,0,0,143,313,334.13,90,80,0,0,0,130,0,0,,20260316
ACS09730PAN,B0F49863CF,B0F49863CF,"Spigen Tough Armor (AI) MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Abyss Green",New,24.99,No,,Yes,87,70,2,15,87,323.15,0,0,0,0,0,300,70,0,,20260302
ACS08120PAN,B0D21NL6VM,B0D21NL6VM,Spigen für iPhone 16 Pro Hülle [rutschfest] Liquid Air Case Handyhülle Schutzhülle Cover Dünn Slim -Natural Titanium,New,16.99,No,,Yes,77,74,2,1,77,532.58,0,0,0,0,0,0,74,0,,20260302
ACP10259PANA,B0FLRDQYV3,B0FLRDQYV3,"Spigen Tesla Model Y Juniper 2025~ Model 3 Highland 2024~ (Nur Standard & Premium, Nicht Performance) Handyhalterung Auto für MagSafe Autohalterung, Tesla Zubehör für iPhone 17 16 15 Pro Max 17e",New,25.99,No,,Yes,31,0,1,30,41,306.44,0,10,0,0,0,0,0,0,,20260325
amzn.gr.AMP06402PAN-n8asJTS-Jvn_E4k1N-LN,X0020TSXBF,B0C8VNS486,"Spigen MagSafe Selfie Stick Stativ [Wondersnap] [MagFit-Technologie & Bluetooth] Tripod kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Majestic Black",UsedLikeNew,29.69,No,,Yes,15,13,0,2,15,675.97,0,0,0,0,0,0,13,0,,20260304
AFA09208PAN,B0DNH37LC9,B0DNH37LC9,"Spigen Urban Fit MagFit Magnetischer Kartenhalter 3-Karten Kompatibel mit magnetischer Hülle Entwickelt für Samsung Galaxy S26,S26+,S26 Ultra, S25 Serie und Z Fold 7 - Schwarz",New,28.99,No,,Yes,9,0,1,7,9,198.78,0,0,0,1,0,0,0,0,,20260330
ACS05628PAN,B0BJRZFVMV,B0BJRZFVMV,Spigen Slim Armor CS Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Black,New,20.99,No,,Yes,13,10,0,3,13,373.13,0,0,0,0,0,0,10,0,,20260307
AGL07929EUPA,X002BGLTJF,B0D84JFDCB,"Spigen Glas.tR EZ Fit Sichtschutz Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Privacy Schutz, inklusive Installationskit, Kratzfest, 9H Härte Folie",New,23.99,No,,Yes,1828,1459,7,361,1828,339.38,0,0,0,1,0,0,1459,0,,20260319
ACS05488PAN,B0B8KLYZQN,B0B8KLYZQN,"CYRILL von Spigen Ultra Color Mag Kompatibel mit iPhone 14 Pro Max (6,7"") [Kompatibel mit MagSafe] Magnetisches Kabelloses Laden Dünne Handyhülle iPhone 14 Pro Max Case - Taro",Unknown,,,,,0,0,0,0,0,356.25,0,0,0,0,0,0,0,0,,20260328
ACS09167PAN,B0DKR8DY9W,B0DKR8DY9W,Spigen Liquid Crystal Hülle Kompatibel mit Samsung Galaxy A36 5G -Crystal Clear,New,13.99,No,,Yes,49,46,0,3,159,316.76,0,110,0,0,0,0,46,0,,20260317
AGL06520PAN,B0C4R3JBC8,B0C4R3JBC8,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Watch 6 44mm, 2 Stück, Kratzfest, 9H Härte Folie",New,15.99,No,,Yes,69,67,1,1,69,191.4,0,0,0,0,0,0,67,0,,20260327
ACS05458PAN,B0BBKGB11N,B0BBKGB11N,Spigen Thin Fit Hülle Kompatibel mit Apple Watch Ultra 3 (2025) / 2 (2023) / 1 (2022) 49mm - Schwarz,New,14.99,No,,Yes,243,195,0,44,413,208.44,100,70,0,4,0,0,195,0,,20260330
ACS09151PAN,B0DKGBS22K,B0DKGBS22K,"Spigen iPhone 17e / iPhone 16e Hülle [rutschfest] Liquid Air MagFit Case Slim TPU mit Truss-Design, Kompatibel mit MagSafe Zubehör -Matte Black",New,14.99,No,,Yes,158,123,1,27,168,286.12,0,0,10,7,0,0,123,0,,20260320
amzn.gr.ACS09711PAN-u2KEdmZg5p45wExGn-LN,X002F7LMDN,B0F49G9S89,"Spigen NanoPop MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Blueberry Navy",UsedLikeNew,22.49,No,,Yes,1,1,0,0,1,292.18,0,0,0,0,0,0,1,0,,20260307
ACS07834PAN,B0CXTX3JPK,B0CXTX3JPK,Spigen Ultra Hybrid Pro Hülle Kompatibel mit Samsung Galaxy Z Flip 6 und Z Flip 7 FE -Crystal Clear,New,41.99,No,,Yes,0,0,0,0,0,368.71,0,0,0,0,0,0,0,0,,20260320
ACS03674PAN,B09CDB1MDN,B09CDB1MDN,Spigen Thin Fit Hülle Kompatibel mit iPhone 13 Pro Max -Schwarz,New,18.99,No,,Yes,13,12,0,1,13,338.23,0,0,0,0,0,0,12,0,,20260311
AGL07803PAN,B0CWSH8F9L,B0CWSH8F9L,"Spigen Glas.tR EZ Fit Schutzglas kompatibel mit iPad Air 13 Zoll M4(2026), M3(2025), Zoll M2(2024), 1. Generation, Installationsschablone, Kristallklar, 9H Folie",New,28.99,No,,Yes,424,415,1,8,424,1571.36,0,0,0,0,0,0,415,0,,20260324
ACS09926PAN,B0FD2FMDS8,B0FD2FMDS8,"Spigen iPhone Air Hülle [2025 Upgrade 360° Ständer] [Dura Clear] Ultra Hybrid S MagFit Case Handyhülle Stoßfest Kratzfest, Kompatibel mit MagSafe -Clear White",New,24.99,No,,Yes,70,70,0,0,70,336.92,0,0,0,0,0,0,70,0,,20260326
ACP10511PAN,B0FPTKNYP3,B0FPTKNYP3,Spigen Essential Cryomax MagFit Qi2.2 25W MagSafe Autohalterung mit Ladefunktion 【Peltier Kühler】 Kabelloses Ladegerät [inkl. 1m Ladekabel] Kompatibel mit iPhone 17 16 15 14 13 Pro Max Air - Lüftung,New,32.99,No,,Yes,343,97,11,233,351,553.06,0,8,0,2,0,0,97,0,,20260329
AFA05760PAN,B0BGJT615B,B0BGJT615B,"Spigen Valentinus MagFit MagSafe Kartenhalter 3-Karten Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Schwarz",New,23.99,No,,Yes,506,452,2,51,718,139.13,100,110,2,1,0,0,452,0,,20260306
amzn.gr.ACS08979PAN-ITLL3mknWEXcFbwqZ-LN,X0028FBXLD,B0DJ9V6783,"Spigen Liquid Air für Samsung Galaxy S25 Plus Hülle mit [Stoßdämpfender Schutz], leichtes TPU, Anti-Rutsch Design –Schwarz",UsedLikeNew,0.0,No,,Yes,4,4,0,0,4,356.25,0,0,0,0,0,0,4,0,,20260328
amzn.gr.ACS07352PAN-dsbnVKDUL_jGZJ1l--VG,X002BZH4J5,B0CM4NTS3Q,Spigen Ultra Hybrid Hülle Kompatibel mit Samsung Galaxy S24 -Schwarz,UsedVeryGood,14.44,No,,Yes,1,1,0,0,1,292.35,0,0,0,0,0,0,1,0,,20260330
ACS09730PAN,B0F49863CF,B0F49863CF,"Spigen Tough Armor (AI) MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Abyss Green",New,24.99,No,,Yes,103,86,1,16,103,323.15,0,0,0,0,0,300,86,0,,20260318
amzn.gr.ACS06288PAN-Bf0Ou2_q-A0ob_wVN-LN,X00203LEPN,B0BZ689ZB4,Spigen Thin Fit Hülle Kompatibel mit Google Pixel 8 -Schwarz,UsedLikeNew,17.99,No,,Yes,0,0,0,0,0,328.56,0,0,0,0,0,0,0,0,,20260301
ACS06793PAN,B0C5S8XR9H,B0C5S8XR9H,Spigen für iPhone 15 Ultra Hybrid Hülle [Anti-Yellowing] Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Crystal Clear,New,13.99,No,,Yes,345,326,0,16,475,1136.28,0,130,0,3,0,0,326,0,,20260331
ACS11276PAN,B0FZQ1LS5Y,B0FZQ1LS5Y,Spigen Ultra Hybrid MagFit für Google Pixel 10a Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,New,21.99,No,,Yes,721,718,0,3,721,273.66,0,0,0,0,0,0,718,0,,20260325
AMP03098PAN,B094JBDRKX,B094JBDRKX,"Spigen wasserdichte Handyhülle [Aqua Shield] [2 Stick] IPX8 wasserfeste Handytasche Hülle kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Crystal Clear",New,14.99,No,,Yes,48,44,0,4,48,3213.99,0,0,0,0,0,0,44,0,,20260321
ACS11158PAN,B0FVN7LPVJ,B0FVN7LPVJ,"Spigen Nano Pop MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Black Sesame",New,32.99,No,,Yes,231,132,2,7,311,368.38,50,30,0,90,0,150,132,0,,20260316
ACS11054PAN,B0FVB2PF8R,B0FVB2PF8R,"Spigen Liquid Air für Samsung Galaxy S26 Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Case Handyhülle –Matte Black",New,16.99,No,,Yes,1054,712,0,341,1807,276.61,0,750,3,1,0,400,712,0,,20260322
AGL03385EUP,X001O45AYP,B095RTJH1M,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17e, iPhone 16e, iPhone 14, iPhone 13, iPhone 13 Pro, 2 Stück, Kratzfest, 9H Härte Folie",New,16.99,No,,Yes,6641,5694,7,939,6648,334.62,0,0,7,1,0,0,5694,0,,20260329
AGL07164EUP,X001W18BKP,B0CJ5SVBKZ,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit iPhone 17 Pro, iPhone 17 Pro Max, iPhone 15 Pro, iPhone 15 Pro Max, 2 Stück, Tiefblau, Individuelle Kameraprotektion, 9H Härte Folie",New,18.99,No,,Yes,1882,1871,1,8,1882,269.57,0,0,0,2,0,0,1871,0,,20260320
ACS05672PAN,B0BJSB4JTG,B0BJSB4JTG,Spigen Tough Armor Hülle Kompatibel mit Samsung Galaxy S23 Plus 5G -Black,New,21.99,No,,Yes,226,180,0,46,226,334.79,0,0,0,0,0,0,180,0,,20260318
ACS09151PAN,B0DKGBS22K,B0DKGBS22K,"Spigen iPhone 17e / iPhone 16e Hülle [rutschfest] Liquid Air MagFit Case Slim TPU mit Truss-Design, Kompatibel mit MagSafe Zubehör -Matte Black",New,16.99,No,,Yes,224,186,2,32,320,290.87,90,0,6,4,0,0,186,0,,20260309
ACS09942PAN,B0FD2HG9F4,B0FD2HG9F4,"Spigen iPhone 17 Pro Hülle [rutschfest] [DURCHDACHTE Details] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Handyhülle –Matte Black",New,15.99,No,,Yes,1398,1389,2,7,1398,327.91,0,0,0,0,0,0,1389,0,,20260323
AMP04617PAN,B09Y8NTZ1Y,B09Y8NTZ1Y,"Spigen Armband Dynamic Shield [Ultra-Leicht] Handytasche Joggen Handy Handyhalterung Universal [Schnelltrocknend] Kompatibel mit iPhone, Samsung Galaxy, Google Pixel -Schwarz",New,14.99,No,,Yes,287,239,3,44,347,1525.96,0,60,0,1,0,0,239,0,,20260314
ACS09310PAN,B0DQ67JGXW,B0DQ67JGXW,Spigen Dual Grip Hülle Kompatibel mit Nintendo Switch 2 2025 Case Zubehör - Schwarz,New,19.99,No,,Yes,316,207,1,105,526,2265.51,160,50,0,3,0,0,207,0,,20260306
AMP09033PAN,B0DJB7K59S,B0DJB7K59S,"Spigen Athlex Air Armband Entwickelt für Apple Watch Ultra 3/2/1 49mm, Serie 11/10 46mm, Serie 9/8/7/SE 45mm,44mm - Actives Schwarz",New,19.99,No,,Yes,657,572,1,84,657,193.37,0,0,0,0,0,0,572,0,,20260331
amzn.gr.ACS09704PAN-VFUdhiLwdn1DRUubx-VG,X002J33XR1,B0F49FTLRQ,"Spigen Ultra Hybrid MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Neo One",UsedVeryGood,20.39,No,,Yes,1,1,0,0,1,256.62,0,0,0,0,0,0,1,0,,20260313
ACS09942PAN,B0FD2HG9F4,B0FD2HG9F4,"Spigen iPhone 17 Pro Hülle [rutschfest] [DURCHDACHTE Details] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Handyhülle –Matte Black",New,15.99,No,,Yes,1473,1457,7,9,1473,327.91,0,0,0,0,0,0,1457,0,,20260313
AGL09662PAN,B0FBDQ73HY,B0FBDQ73HY,"Spigen Glas.tR EZ Fit Optik Kameraschutz kompatibel mit Google Pixel 10 Pro, 2 Stück, Kristallklar, Rundumschutz, Anti-Kratzer, 9H Härte Schutzfolie",New,19.99,No,,Yes,5672,5640,1,30,5672,321.84,0,0,0,1,0,300,5640,0,,20260312
ACS09984PAN,B0FD2G2GS7,B0FD2G2GS7,Spigen iPhone 17 Hülle [Spigen Premium Qualität] Tough Armor MagFit Case Handyhülle mit Kickstand Kompatibel mit MagSafe –Schwarz,New,34.99,No,,Yes,451,407,0,44,821,306.6,70,300,0,0,0,60,407,0,,20260304
amzn.gr.ACS09979PAN-sCHSovkqIGQuWBTOC-LN,X002F6LIIX,B0FD21MCFX,"Spigen iPhone 17 Hülle [rutschfest] [DURCHDACHTE Details] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Handyhülle –Abyss Green",UsedLikeNew,14.39,No,,Yes,1,1,0,0,1,284.32,0,0,0,0,0,0,1,0,,20260305
ACS10170PAN,B0FF7V6H6Y,B0FF7V6H6Y,Spigen iPhone 17 Pro Hülle Ultra Hybrid MagFit [c11 Edition] [3D-Raumeffekt durch Hexa Layer Druck] Kompatibel mit MagSafe Zubehör -Huntgton,New,24.99,No,,Yes,128,124,1,3,128,318.07,0,0,0,0,0,200,124,0,,20260301
ACS09718PAN,B0F497T8NG,B0F497T8NG,"Spigen Liquid Air MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Schwarz",New,19.99,No,,Yes,146,144,0,2,146,336.59,0,0,0,0,0,0,144,0,,20260323
AGL06892EUP,X001TLUUH5,B0C9RWRD7Y,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 15 Pro, 2 Stück, Kratzfest, 9H Härte Folie",New,18.99,No,,Yes,3231,3180,6,43,3231,354.78,0,0,0,2,0,0,3180,0,,20260311
ACS10958PAN,B0FVBMVTRH,B0FVBMVTRH,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,New,22.99,No,,Yes,5471,5299,1,159,5471,349.04,0,0,0,12,0,2200,5299,0,,20260328
AGL05180PAN,B0B1ZKQ6Z5,B0B1ZKQ6Z5,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S22, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",New,21.99,No,,Yes,336,326,0,10,356,293.98,0,20,0,0,0,0,326,0,,20260302
amzn.gr.ACS09418PAN-jaEBThWOwB8Oly4Vj-VG,X002I1JPSF,B0DWYC2XJF,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S25 Edge Hülle mit [Anti-Vergilbung], [Air Cushion Tech], MagSafe kompatibel –Clear White",UsedVeryGood,22.94,No,,Yes,1,0,0,1,1,333.15,0,0,0,0,0,0,0,0,,20260316
amzn.gr.ACS08993PAN-t7O92aCNeMRDZPRQB-LN,X0028HKYR5,B0DJ9T54NG,"Spigen Thin Fit MagFit Hülle für Samsung Galaxy S25, Kompatibel mit MagSafe -Schwarz",UsedLikeNew,22.49,No,,Yes,1,1,0,0,1,270.88,0,0,0,0,0,0,1,0,,20260311
