date,attributedSalesSameSku1d,campaignBiddingStrategy,unitsSoldClicks1d,attributedSalesSameSku7d,topOfSearchImpressionShare,attributedSalesSameSku14d,royaltyQualifiedBorrows,sales1d,sales7d,addToList,campaignRuleBasedBudgetAmount,attributedSalesSameSku30d,kindleEditionNormalizedPagesRoyalties14d,purchasesSameSku14d,spend,purchasesSameSku1d,campaignBudgetType,unitsSoldSameSku1d,campaignStatus,purchases1d,purchasesSameSku7d,unitsSoldSameSku7d,campaignBudgetAmount,purchases7d,unitsSoldSameSku30d,cost,costPerClick,unitsSoldClicks14d,campaignId,sales14d,clickThroughRate,sales30d,impressions,kindleEditionNormalizedPagesRead14d,campaignApplicableBudgetRuleName,purchasesSameSku30d,purchases14d,unitsSoldClicks30d,qualifiedBorrows,campaignBudgetCurrencyCode,purchases30d,campaignApplicableBudgetRuleId,clicks,campaignName,unitsSoldSameSku14d,unitsSoldClicks7d
2026-03-07,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,282086504461821,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_14_00_00_A_iPhone 16 Pro_SP_Chronos,0,0
2026-03-28,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,252121820519725,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPX_TF_PT_Jinny_0214,0,0
2026-03-28,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,34681337830232,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_11_01_20_oneplus 10 pro_TA_Manual_Kate_0401,0,0
2026-03-13,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,263641164456079,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxyj5_LC_jinny_0806,0,0
2026-03-06,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,255688041842966,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_y6prime_imprtest_0705,0,0
2026-03-14,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,13528883624164,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxyj5_LC_Jinny_0801,0,0
2026-03-10,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,140340227829423,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_galaxy S9_sunny_1002_1013,0,0
2026-03-30,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,224596970562302,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,BSD2_Lcho_A100(mauspad - Bid test)_0615,0,0
2026-03-29,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,242230135553339,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_20_08_01_SP_F316W_wireless charger_exact_jsmun_0629,0,0
2026-03-09,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,40.0,0,0,0.0,0.0,0,67431987499598,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPXS_TF_Jinny_1217,0,0
2026-03-27,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,22597579833585,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_iPhone 8 plus_Sunny_1015-1113,0,0
2026-03-26,0.0,optimizeForSales,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,95.0,0,0,0.0,0.0,0,449239612876837,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_15_04_23_Galaxy S25 Ultra EZ Fit PT_0214_unseo,0,0
2026-03-19,0.0,optimizeForSales,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,10.0,0,0,0.0,0.0,0,212862116325959,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_20_08_01_pe2008_yhjung_12,0,0
2026-03-02,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,41453722404781,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_04_00_s10_neo2_sypark_0117,0,0
2026-03-25,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,140939697813571,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_galaxya6plus_LA_jinny_0731,0,0
2026-03-02,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,192951854174636,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006579_iPhone 8 plus_sunny_1002_1013,0,0
2026-03-27,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,100935429580750,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPX_LA_Jinny_0204,0,0
2026-03-22,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,300.0,0,0,0.0,0.0,0,52028502766373,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPXS Max_main_jinny_0912,0,0
2026-03-08,0.0,legacy,0,0.0,0.0,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,484105892523489,0.0,0.0,0.0,31,0,,0,0,0,0,EUR,0,,0,12_11_13_01_A_Common_SelfieStick_SP_PriceTest,0,0
2026-03-18,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,22731806001894,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPX_TF_test_jinny_0727,0,0
2026-03-23,0.0,optimizeForSales,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,10.0,0,0,0.0,0.0,0,212862116325959,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_20_08_01_pe2008_yhjung_12,0,0
2026-03-05,0.0,optimizeForSales,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ARCHIVED,0,0,0,50.0,0,0,0.0,0.0,0,305838483918636,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_13_26_18_Nintendo Switch 2_Dual Grip_B0DQ67JGXW_Chaeeun_260128,0,0
2026-03-20,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,146987511663185,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_04_00_iphone xr_ezfit ver.a_sypark_1030,0,0
2026-03-15,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,70.0,0,0,0.0,0.0,0,159734482179254,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_31_04_00_glass_maxfc_sypark_0716,0,0
2026-03-30,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,86109531301614,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,odm_bsd2_uk_f306w_jay.kim_0530,0,0
2026-03-23,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,15.0,0,0,0.0,0.0,0,55099394791074,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_20_08_01_SP_kfz_F31QC_yhjung-1005,0,0
2026-03-23,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,15.0,0,0,0.0,0.0,0,70876645352084,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_20_09_01_SP_F31QC_zigarettenanzünder usb c_exact_jsmun_0609,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,154975964591543,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_02_00_GalaxyS10_LCCC_Jinny,0,0
2026-03-29,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,90793688768831,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_31_04_00_Redmi Note 7_20190626_jesung,0,0
2026-03-27,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,22731806001894,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,ads2_iPX_TF_test_jinny_0727,0,0
2026-03-09,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,68958130581865,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22006578_iPhone XS_sunny_1015-1113,0,0
2026-03-23,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,65.0,0,0,0.0,0.0,0,200830065129580,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPXS_LC_Jinny_1120,0,0
2026-03-25,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,38993744179876,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPX_UHBK_Jinny_0410,0,0
2026-03-01,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,150.0,0,0,0.0,0.0,0,258896916352266,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPXS_TA_BK_Jinny_1217,0,0
2026-03-07,15.94,optimizeForSales,2,15.94,0.06,15.94,0,39.88,39.88,0,,15.94,0,1,2.03,1,DAILY_BUDGET,1,ENABLED,2,1,1,30.0,2,1,2.03,2.03,2,402737069272671,39.88,2.631578947368421,39.88,38,0,,1,2,2,0,EUR,2,,1,"12_15_04_03_DE_iPhone 16/15 EZ Fit (B2B, Auto)_Keyword SPN_251222_yeseo",1,2
2026-03-22,0.0,optimizeForSales,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,100.0,0,0,0.0,0.0,0,174760876656366,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_11_01_03_iPSE/8_LA_Jinny_0518,0,0
2026-03-06,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,150.0,0,0,0.0,0.0,0,163934682564420,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_iPhoneX_UHBK_Jinny_0211,0,0
2026-03-03,0.0,optimizeForSales,0,0.0,0.05,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ARCHIVED,0,0,0,40.0,0,0,0.0,0.0,0,383138245218343,0.0,0.0,0.0,109,0,,0,0,0,0,EUR,0,,0,12_13_26_18_Nintendo Switch 2_NS100_B0FCZLWVMQ_chaeeun_260225,0,0
2026-03-10,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,26689721816346,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_30_04_20_oneplus nord ce_glas.tr slim_210802_grace,0,0
2026-03-17,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,187346250960625,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_30_04_20_oneplus8pro neoflex_200623_sypark,0,0
2026-03-05,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,15.0,0,0,0.0,0.0,0,256428530134843,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_20_06_01_SP_F309W_iphone ladestation_exact_jsmun_0525,0,0
2026-03-26,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,228608718180344,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_06_00_aws_s350_bk_stella_v2,0,0
2026-03-11,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,216603491982702,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_20_10_01_SP_C10CL1P_usb c lightning/iphone 11 ladekabel_exact_jsmun_0622,0,0
2026-03-21,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,172410889481802,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_11_01_26_xiaomi poco M4 pro 5g_RA_auto_kate_0223,0,0
2026-03-17,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,0.0,0.0,0,67224561799521,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_30_06_23_new_galaxy watch 4 classic 46mm_ezfit_0106_grace,0,0
2026-03-02,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,50.0,0,0,0.0,0.0,0,194387676914695,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_30_06_23_galaxy watch 5 40mm ezfit_0809_grace,0,0
2026-03-12,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,10.0,0,0,0.0,0.0,0,76063339654228,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_20_08_01_pe2103_yhjung_202201,0,0
2026-03-17,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,135007577813335,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_30_04_03_iphone 8+/7+ alm_0621_grace,0,0
2026-03-03,0.0,optimizeForSales,0,0.0,1.2,0.0,0,0.0,0.0,0,,0.0,0,0,2.1,0,DAILY_BUDGET,0,ENABLED,0,0,0,30.0,0,0,2.1,0.7,0,321178541371073,0.0,0.23166023166023164,0.0,1295,0,,0,0,0,0,EUR,0,,3,12_13_20_03_AW11 42mm WBM4_SP Auto_subin_260224,0,0
2026-03-22,26.88,optimizeForSales,3,26.88,7.02,26.88,0,47.88,47.88,0,,26.88,0,2,11.79,2,DAILY_BUDGET,2,ENABLED,3,2,2,40.0,3,2,11.79,1.07,3,373018083414224,47.88,0.425531914893617,47.88,2585,0,,2,3,3,0,EUR,3,,11,12_11_01_09_A_Pixel 10a_SP_Main_Exact,2,3
2026-03-13,0.0,optimizeForSales,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,20.0,0,0,0.0,0.0,0,142075091185081,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_12_01_00_IPX_UHBK_PT_Jinny_0304,0,0
2026-03-04,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,200.0,0,0,0.0,0.0,0,219186965497997,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,12_11_01_03_iP12/12Pro_LA_Jinny_210708,0,0
2026-03-02,0.0,legacy,0,0.0,,0.0,0,0.0,0.0,0,,0.0,0,0,0.0,0,DAILY_BUDGET,0,ENABLED,0,0,0,250.0,0,0,0.0,0.0,0,270438246176388,0.0,,0.0,0,0,,0,0,0,0,EUR,0,,0,22_31_04_00_iphone xs_ezfit ver.a_sypark_1226,0,0
