date,newToBrandSalesClicks,viewabilityRate,purchasesClicks,detailPageViews,newToBrandSalesPercentage,unitsSold,sales,qualifiedBorrowsFromClicks,addToListFromClicks,costType,campaignStatus,viewClickThroughRate,campaignBudgetAmount,royaltyQualifiedBorrowsFromClicks,purchasesPromoted,newToBrandDetailPageViewRate,purchases,campaignId,newToBrandPurchasesPercentage,qualifiedBorrows,salesPromoted,campaignBudgetCurrencyCode,videoCompleteViews,salesClicks,videoFirstQuartileViews,newToBrandPurchasesRate,unitsSoldClicks,brandedSearches,video5SecondViews,topOfSearchImpressionShare,royaltyQualifiedBorrows,newToBrandECPDetailPageView,newToBrandPurchases,brandedSearchesClicks,addToList,newToBrandSales,newToBrandPurchasesClicks,campaignBudgetType,addToCartClicks,videoUnmutes,addToCart,videoThirdQuartileViews,addToCartRate,cost,newToBrandDetailPageViewsClicks,impressions,newToBrandUnitsSold,viewableImpressions,detailPageViewsClicks,eCPAddToCart,newToBrandDetailPageViews,clicks,videoMidpointViews,video5SecondViewRate,newToBrandUnitsSoldClicks,newToBrandUnitsSoldPercentage,campaignName
2026-03-31,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,40.0,0,0,0.0,0,465399708907289,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_09_A_Pixel 10a_Video_260219
2026-03-14,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ENABLED,0.0,30.0,0,0,0.0,0,533634750431703,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_11_01_Spigen Audio_SB_subin_250828
2026-03-24,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,15.0,0,0,0.0,0,308767843616999,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_03_DE_iPhone Air Optik Pro Black (2P)_Video SPN_250909_yeseo
2026-03-09,0.0,0.0,0,0,0.0,0,0.0,0,0,FIXED_PRICE,ENABLED,0.0,5607.0,0,0,0.0,0,556276008277265,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,LIFETIME_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,"12_11_01_03_A_iPhone 16, 15, 14 Series_SB_RSoV"
2026-03-22,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,30.0,0,0,0.0,0,389954512125474,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_AirTag_VT_TA2_TAO_B089DN4KVG_250918
2026-03-24,0.0,0.0,0,0,0.0,0,0.0,0,0,FIXED_PRICE,PAUSED,0.0,675.0,0,0,0.0,0,471425072253942,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,LIFETIME_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_23_A_Galaxy S26 Series_RSOV
2026-03-16,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,20.0,0,0,0.0,0,283218704651835,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_23_B_Galaxy S25 FE_SB_PT
2026-03-07,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,522138636827615,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_26_DE_Xiaomi 15T Pro/15T_SB Headline_260109_yeseo
2026-03-29,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,80.0,0,0,0.0,0,328716638776335,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_03_A_iPhone 16_SB_Event
2026-03-12,26.88,24.46,2,10,100.0,2,26.88,0,0,CPC,PAUSED,5.65,40.0,0,2,39.447731755424066,2,465399708907289,100.0,0,26.88,EUR,43,26.88,128,28.57,2,0,127,63.93,0,12.85,2,0,0,26.88,2,DAILY_BUDGET,4,0,4,52,78.89546351084813,25.69,2,507,2,124,10,6.42,2,7,71,25.05,2,100.0,12_11_01_09_A_Pixel 10a_Video_260219
2026-03-14,0.0,0.0,0,0,0.0,0,0.0,0,0,FIXED_PRICE,ENABLED,0.0,1340.0,0,0,0.0,0,521634240305616,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,LIFETIME_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_03_A_iPhone 17 Series_SB_RSoV
2026-03-29,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,10.0,0,0,0.0,0,424328412665476,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_14_00_00_A_Galaxy Z Flip7_SBV_Store Landing _250725
2026-03-13,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,50.0,0,0,0.0,0,341861192606036,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_02_18_Switch 2 All_store_chaeeun_260106
2026-03-05,0.0,0.0,0,0,0.0,0,0.0,0,0,FIXED_PRICE,ENABLED,0.0,1340.0,0,0,0.0,0,521634240305616,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,LIFETIME_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_03_A_iPhone 17 Series_SB_RSoV
2026-03-31,199.92,37.7,14,143,85.3,14,234.36,0,1,CPC,ENABLED,1.3,40.0,0,13,16.576513697435004,14,378613130567765,85.71,0,214.2,EUR,0,234.36,0,21.43,14,4,0,16.53,0,4.18,12,4,1,199.92,12,DAILY_BUDGET,25,0,25,0,21.811202233467107,79.37,19,11462,12,4321,143,3.17,19,56,0,0.0,12,85.71,12_11_01_23_A_Galaxy S26_SB_image_MainKeyword
2026-03-26,16.8,22.22,2,11,50.0,2,33.6,0,2,CPC,ENABLED,25.0,30.0,0,2,61.72839506172839,2,535312472781723,50.0,0,33.6,EUR,21,33.6,44,11.11,2,1,45,5.08,0,19.08,1,1,2,16.8,1,DAILY_BUDGET,2,0,2,29,123.45679012345678,19.08,1,162,1,36,11,9.54,1,9,34,27.78,1,50.0,12_15_04_03_DE_iPhone 17 Pro AlignMaster S_SB Video_260112_yeseo
2026-03-21,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,50.0,0,0,0.0,0,351432764232362,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_26_25_35_SDD_Tesla_SBV_JH_0306
2026-03-29,81.48,27.93,7,232,86.61,7,94.08,0,4,CPC,ENABLED,1.98,80.0,0,4,15.623372565357773,7,291349384295039,85.71,0,52.08,EUR,0,94.08,0,11.32,7,58,0,0.87,0,5.31,6,58,4,81.48,6,DAILY_BUDGET,11,0,11,0,11.45713988126237,79.68,15,9601,6,2682,232,7.24,15,53,0,0.0,6,85.71,12_11_01_03_A_iPhone 17e_SB_Image
2026-03-18,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,40.0,0,0,0.0,0,296107517282911,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_AirTag_All_BFCM_chaeeun_251114
2026-03-15,12.36,28.06,2,15,50.0,2,24.72,0,1,CPC,PAUSED,10.26,50.0,0,2,0.0,2,508156095648235,50.0,0,24.72,EUR,19,24.72,35,25.0,2,2,34,2.85,0,0.0,1,2,1,12.36,1,DAILY_BUDGET,3,0,3,21,215.82733812949638,5.65,0,139,1,39,15,1.88,0,4,28,24.46,1,50.0,12_15_04_03_DE_2025 BFCM iPhone 17 Series EZ Fit Line-Up (AMC)_SB Headline_251115_yeseo
2026-03-22,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,50.0,0,0,0.0,0,456138777973673,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_14_00_00_A_Galaxy S24_Vertical_Video_240508
2026-03-16,52.11,37.96,4,58,100.0,5,52.11,0,1,CPC,PAUSED,0.91,60.0,0,4,11.03317834344708,4,514232637993879,100.0,0,52.11,EUR,0,52.11,0,9.09,5,1,0,9.57,0,4.25,4,1,1,52.11,4,DAILY_BUDGET,6,0,6,0,4.728505004334463,59.57,14,12689,5,4817,58,9.93,14,44,0,0.0,5,100.0,12_11_01_23_B_GalaxyASeries_SB_EVENT
2026-03-25,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,20.0,0,0,0.0,0,520821022662308,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_09_A_Pixel 9a_HLS_251122
2026-03-13,85.13,64.81,8,1504,78.37,16,199.09,0,4,VCPM,ENABLED,3.25,100.0,0,10,313.6222169020828,16,494334679273461,75.0,0,110.81,EUR,0,95.84,0,13.64,8,205,0,37.96,0,0.9,12,34,18,156.02,7,DAILY_BUDGET,28,0,105,0,251.37658606655492,118.46,46,4177,12,2707,533,1.13,131,88,0,0.0,7,150.0,12_11_01_03_A_iPhone 17 Pro Max_SB_Image
2026-03-28,91.56,63.44,12,674,70.68,25,335.82,0,4,VCPM,ENABLED,2.15,100.0,0,21,147.34500973033082,25,494334679273461,72.0,0,278.34,EUR,0,145.65,0,36.73,12,131,0,36.13,0,1.89,18,16,13,237.36,8,DAILY_BUDGET,28,0,67,0,186.26633305532388,99.95,24,3597,18,2282,167,1.49,53,49,0,0.0,8,150.0,12_11_01_03_A_iPhone 17 Pro Max_SB_Image
2026-03-25,84.6,12.03,5,38,100.0,5,84.6,0,2,CPC,ENABLED,14.88,50.0,0,4,49.70178926441352,5,541096924569683,100.0,0,72.0,EUR,17,84.6,81,27.78,5,6,81,0.53,0,4.67,5,6,2,84.6,5,DAILY_BUDGET,6,0,6,27,59.64214711729622,23.36,5,1006,5,121,38,3.89,5,18,42,8.05,5,100.0,12_15_04_03_DE_iPhone 17/17 Pro EZ Fit Glas.tR Slim (2P)_Video SPN_250909_yeseo
2026-03-01,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,20.0,0,0,0.0,0,511130720651940,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_26_08_01_EE673EU Black_SB(Brand)_Subin_250909
2026-03-27,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,30.0,0,0,0.0,0,411155836014198,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_02_03_PBDD_iPad Air 13/11_B0CW2C6WDL_251002
2026-03-02,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,50.0,0,0,0.0,0,352155108161995,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_03_A_iPhone 15_SB_Event
2026-03-30,10.92,37.05,1,37,100.0,1,10.92,0,2,CPC,ENABLED,7.23,40.0,0,1,178.57142857142856,1,496468467057265,100.0,0,10.92,EUR,0,10.92,0,8.33,1,3,0,2.38,0,2.46,1,3,2,10.92,1,DAILY_BUDGET,3,0,3,0,66.96428571428571,19.64,8,448,1,166,37,6.55,8,12,0,0.0,1,100.0,12_13_19_03_AirTag_SB_chaeeun_260225
2026-03-27,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,306804543838793,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_09_DE_Pixel 10/10 Pro EZ Fit Privacy _Video SPN_250822_yeseo
2026-03-17,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,50.0,0,0,0.0,0,309905482996538,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_01_Karabiner Serie_All_BFCM_chaeeun_251114
